"","pkg_name","title","pkg_ver","license","roxygen","n_depends","rversion"
"fontHind","fontHind","Additional 'ggplot2' Themes Using 'Hind' Fonts","0.1.1","MIT + file LICENSE","6.0.1",5,">= 3.0.0"
"fontMPlus","fontMPlus","Additional 'ggplot2' Themes Using 'M+' Fonts","0.1.1","MIT + file LICENSE","6.0.1",6,">= 3.0.0"
"gbts","gbts","Hyperparameter Search for Gradient Boosted Trees","1.0.0","GPL (>= 2) | file LICENSE","5.0.1",7,">= 3.3.1"
"leafletCN","leafletCN","An R Gallery for China and Other Geojson Choropleth Map in","0.1","GPL-2","5.0.1",5,NA
"misreport","misreport","Statistical Analysis of Misreporting on Sensitive Survey","0.1.0","GPL-3","5.0.1",5,">= 3.2.0"
"automagic","automagic","Automagically Document and Install Packages Necessary to Run R","0.3","GPL","5.0.1",10,">= 3.1.0"
"AWR.Kinesis","AWR.Kinesis","Amazon 'Kinesis' Consumer Application for Stream Processing","1.7.3","AGPL-3",NA,4,NA
"betacal","betacal","Beta Calibration","0.1.0","MIT + file LICENSE",NA,0,NA
"ccafs","ccafs","Client for 'CCAFS' 'GCM' Data","0.1.0","MIT + file LICENSE","6.0.1",12,NA
"europop","europop","Historical Populations of European Cities, 1500-1800","0.3","CC0","5.0.1",3,">= 2.10"
"som.nn","som.nn","Topological k-NN Classifier Based on Self-Organising Maps","1.0.3","GPL-3","5.0.1",9,NA
"TAR","TAR","Bayesian Modeling of Autoregressive Threshold Time Series Models","1.0","GPL (>= 2)","6.0.1",1,NA
"EnviroPRA","EnviroPRA","Environmental Probabilistic Risk Assessment Tools","1.0","GPL",NA,5,NA
"InvasionCorrection","InvasionCorrection","Invasion Correction","0.1","GPL-3","5.0.1",3,NA
"naptime","naptime","A Robust Flexible Sys.sleep() Replacement","1.0.0","GPL-2","5.0.1",6,NA
"neighbr","neighbr","Classification, Regression, Clustering with K Nearest Neighbors","1.0","GPL (>= 2.1)","6.0.0",4,">= 3.3.0"
"prefeR","prefeR","R Package for Pairwise Preference Elicitation","0.1.1","MIT + file LICENSE","6.0.1",6,NA
"robustarima","robustarima","Robust ARIMA Modeling","0.2.5","BSD_3_clause + file LICENSE",NA,3,NA
"BayesSpec","BayesSpec","Bayesian Spectral Analysis Techniques","0.5.3","GPL-3","6.0.1",3,NA
"BCC1997","BCC1997","Calculation of Option Prices Based on a Universal Solution","0.1.1","GPL (>= 2)","6.0.1",1,">= 3.1.0"
"bsearchtools","bsearchtools","Binary Search Tools","0.0.41","GPL (>= 2)",NA,2,NA
"DecorateR","DecorateR","Fit and Deploy DECORATE Trees","0.1.0","GPL (>= 2)","5.0.1",4,">= 2.10.0"
"lclGWAS","lclGWAS","Efficient Estimation of Discrete-Time Multivariate Frailty Model","1.0.1","GPL (>= 2)",NA,4,NA
"mle.tools","mle.tools","Expected/Observed Fisher Information and Bias-Corrected Maximum","1.0.0","GPL (>= 2)","5.0.1",2,">= 3.0.2"
"rnaturalearthdata","rnaturalearthdata","World Vector Map Data from Natural Earth Used in 'rnaturalearth'","0.1.0","CC0","6.0.1",3,">= 3.1.1"
"stdvectors","stdvectors","C++ Standard Library Vectors in R","0.0.5","GPL (>= 2)",NA,2,NA
"AWR.KMS","AWR.KMS","A Simple Client to the 'AWS' Key Management Service","0.1","AGPL-3",NA,3,NA
"BayesFM","BayesFM","Bayesian Inference for Factor Modeling","0.0.2","GPL-3","5.0.1",2,">= 3.0.0"
"colorr","colorr","Color Palettes for EPL, MLB, NBA, NHL, and NFL Teams","1.0.0","MIT + file LICENSE","6.0.1",0,NA
"fileplyr","fileplyr","Chunk Processing or Split-Apply-Combine on Delimited Files(CSV","0.1.0","GPL-3","5.0.1",5,">= 3.3.2"
"gMOIP","gMOIP","'2D plots of linear or integer programming models'","1.0.0","GPL (>= 3.3.2)","5.0.1",4,NA
"GSparO","GSparO","Group Sparse Optimization","1.0","GPL (>= 2)","6.0.0",3,">= 3.3.1"
"upmfit","upmfit","Unified Probability Model Fitting","0.1.0","GPL-3","6.0.1",6,">= 3.2.1"
"educineq","educineq","Compute and Decompose Inequality in Education","0.1.0","GPL (>= 2)","5.0.1",2,">= 2.10"
"keyringr","keyringr","Decrypt Passwords from Gnome Keyring and Windows Data Protection","0.1.0","MIT + file LICENSE","5.0.1",0,NA
"marinespeed","marinespeed","Benchmark Data Sets and Functions for Marine Species","0.1.0","GPL (>= 3)","5.0.1",13,">= 3.2.5"
"opusminer","opusminer","OPUS Miner Algorithm for Filtered Top-k Association Discovery","0.1-0","GPL-3","6.0.0",5,NA
"rope","rope","Model Selection with FDR Control of Selected Variables","1.0","GPL-3","6.0.0",4,">= 3.1.0"
"spdownscale","spdownscale","Spatial Downscaling Using Bias Correction Approach","0.1.0","GPL-2","5.0.1",2,">= 2.10"
"ubeR","ubeR","Interface to the Uber API","0.1.3","GPL-3","5.0.1",9,">= 3.1.2"
"condir","condir","Computation of P Values and Bayes Factors for Conditioning Data","0.1.1","GPL-3","5.0.1",9,">= 3.3.2"
"velociraptr","velociraptr","Fossil Analysis","1.0","GPL-3","5.0.1",2,NA
"warpMix","warpMix","Mixed Effects Modeling with Warping for Functional Data Using","0.1.0","GPL (>= 3)","5.0.1",6,">= 3.3.2"
"dgodata","dgodata","Data for the 'dgo' Package","0.0.2","GPL-3","6.0.1",0,">= 2.10.0"
"eefAnalytics","eefAnalytics","Analysing Education Trials","1.0.6","GPL-3","5.0.1",6,NA
"paperplanes","paperplanes","Distance Recordings from a Paper Plane Folding/Flying Experiment","0.0.1.9","GPL-3","5.0.1",0,">= 2.10"
"rapiclient","rapiclient","Dynamic OpenAPI/Swagger Client","0.1.2","MIT + file LICENSE","5.0.1",3,">= 3.3"
"HRQoL","HRQoL","Health Related Quality of Life Analysis","1.0","GPL",NA,7,NA
"maxnet","maxnet","Fitting 'Maxent' Species Distribution Models with 'glmnet'","0.1.0","MIT + file LICENSE","5.0.1",1,NA
"optbdmaeAT","optbdmaeAT","Optimal Block Designs for Two-Colour cDNA Microarray Experiments","1.0.1","GPL-2",NA,4,">= 3.3.1"
"BayesCombo","BayesCombo","Bayesian Evidence Combination","1.0","GPL-3","5.0.1",4,">= 2.10"
"FuzzyStatTra","FuzzyStatTra","Statistical Methods for Trapezoidal Fuzzy Numbers","1.0","GPL (>= 2)",NA,0,NA
"OCA","OCA","Optimal Capital Allocations","0.1","GPL-2",NA,0,NA
"GPB","GPB","Generalized Poisson Binomial Distribution","1.0","GPL-2",NA,1,NA
"cbird","cbird","Clustering of Multivariate Binary Data with Dimension Reduction","1.0","GPL (>= 2)",NA,0,NA
"mdftracks","mdftracks","Read and Write 'MTrackJ Data Files'","0.2.0","GPL-3 | file LICENSE","6.0.0",3,">= 2.10"
"QuantileGradeR","QuantileGradeR","Quantile-Adjusted Restaurant Grading","0.1","GPL (>= 2)","5.0.1",1,">= 3.2.3"
"samplingDataCRT","samplingDataCRT","Sampling Data Within Different Study Designs for Cluster","1.0","GPL-3","5.0.1",5,NA
"SMLoutliers","SMLoutliers","Outlier Detection Using Statistical and Machine Learning Methods","0.1","GPL-2",NA,0,NA
"mbrglm","mbrglm","Median Bias Reduction in Binomial-Response GLMs","0.0.1","GPL-2",NA,3,">= 2.6.0"
"flippant","flippant","Dithionite Scramblase Assay Analysis","1.0.2","GPL (>= 3)","5.0.1",20,">= 3.3.2"
"superheat","superheat","A Graphical Tool for Exploring Complex Datasets Using Heatmaps","0.1.0","CC0","6.0.0",11,">= 3.1"
"moveWindSpeed","moveWindSpeed","Estimate Wind Speeds from Bird Trajectories","0.1.0","GPL","5.0.1",7,">= 3.0.0"
"mpe","mpe","Multiple Primary Endpoints","1.0","LGPL-3",NA,4,">= 3.1.0"
"readHAC","readHAC","Read Acoustic HAC Format","1.0","GPL-2","5.0.1",0,NA
"SignifReg","SignifReg","Significant Variable Selection in Linear Regression","1.0","GPL (>= 2)",NA,0,NA
"EnsCat","EnsCat","Clustering of Categorical Data","1.0","GPL (>= 2)",NA,7,">= 3.3.2"
"ShinyTester","ShinyTester","Functions to Minimize Bonehead Moves While Working with 'shiny'","0.1.0","GPL-2","5.0.1",6,NA
"sonify","sonify","Data Sonification - Turning Data into Sound","0.0-1","GPL (>= 2)","5.0.1",1,">= 3.0.0"
"ssmsn","ssmsn","Scale-Shape Mixtures of Skew-Normal Distributions","0.2.0","GPL (>= 2)",NA,1,NA
"iBST","iBST","Improper Bagging Survival Tree","1.0","GPL (>= 2.0)",NA,5,NA
"flood","flood","Statistical Methods for the (Regional) Analysis of Flood","0.1.1","GPL (>= 2)","5.0.1",4,NA
"inspectr","inspectr","Perform Basic Checks of Dataframes","1.0.0","CC BY-SA 4.0","5.0.1",3,">= 3.0.1"
"observer","observer","Observe and Check your Data","0.1.2","MIT + file LICENSE","5.0.1",10,">= 3.1.3"
"poio","poio","Input/Output Functionality for ""PO"" and ""POT"" Message","0.0-1","GPL-3","5.0.1",13,">= 3.2.5"
"alphabetr","alphabetr","Algorithms for High-Throughput Sequencing of Antigen-Specific T","0.2.2","AGPL (>= 3)","5.0.1",7,NA
"gbp","gbp","A Bin Packing Problem Solver","0.1.0.4","MIT + file LICENSE","5.0.1",10,">= 3.0.0"
"hurricaneexposure","hurricaneexposure","Explore and Map County-Level Hurricane Exposure in the United","0.0.1","GPL-2","5.0.1",18,">= 2.10"
"tracer","tracer","Slick Call Stacks","1.0.0","MIT + file LICENSE","5.0.1.9000",7,NA
"LumReader","LumReader","TL/OSL Reader Simulator","0.1.0","GPL-3","5.0.1",6,">= 3.3.2"
"sparsestep","sparsestep","SparseStep Regression","1.0.0","GPL (>= 2)","5.0.1",2,">= 3.0.0"
"BayesPieceHazSelect","BayesPieceHazSelect","Variable Selection in a Hierarchical Bayesian Model for a Hazard","1.1.0","GPL-2","5.0.1",1,NA
"eclust","eclust","Environment Based Clustering for Interpretable Predictive Models","0.1.0","MIT + file LICENSE","5.0.1",22,">= 3.3.1"
"nparsurv","nparsurv","Nonparametric Tests for Main Effects, Simple Effects and","0.1.0","GPL-2","5.0.1",2,">= 3.2.5"
"mutSignatures","mutSignatures","Decipher Mutational Signatures from Somatic Mutational Catalogs","1.2","GPL-2",NA,6,">= 3.1.0"
"NORMA","NORMA","Builds General Noise SVRs","0.1","GPL-2","5.0.1",1,NA
"powerEQTL","powerEQTL","Power and Sample Size Calculation for eQTL Analysis","0.1.3","GPL (>= 2)",NA,2,">= 3.3.0"
"rKIN","rKIN","(Kernel) Isotope Niche Estimation","0.1","GPL (>= 3)","5.0.1",8,">= 2.10"
"simpleSetup","simpleSetup","Set Up R Source Code Files for Use on Multiple Machines","0.1.0","GPL (>= 3)","5.0.1",0,NA
"chi2x3way","chi2x3way","Chi-Squared and Tau Index Partitions for Three-Way Contingency","1.0","GPL (> 2)",NA,2,"> 3.3.0"
"skm","skm","Selective k-Means","0.1.5.4","MIT + file LICENSE","5.0.1",11,">= 3.0.0"
"ICV","ICV","Indirect Cross-Validation (ICV) for Kernel Density Estimation","1.0","GPL-2","5.0.1",0,">= 3.1.1"
"intrval","intrval","Relational Operators for Intervals","0.1-0","GPL-2",NA,0,NA
"kpcalg","kpcalg","Kernel PC Algorithm for Causal Structure Detection","1.0.1","GPL (>= 2)","5.0.1",12,">= 3.0.2"
"mglR","mglR","Master Gene List","0.1.0","GPL-3","5.0.1.9000",14,">= 3.3.0"
"SOFIA","SOFIA","Making Sophisticated and Aesthetical Figures in R","1.0","GPL-3",NA,2,">= 2.14"
"tea","tea","Threshold Estimation Approaches","1.0","GPL-2",NA,1,NA
"teda","teda","An Implementation of the Typicality and Eccentricity Data","0.1.0","GPL (>= 3)","5.0.1",3,NA
"rcure","rcure","Robust Cure Models for Survival Analysis","0.1.0","GPL-3","5.0.1",5,">= 3.3.1"
"testforDEP","testforDEP","Dependence Tests for Two Variables","0.1.0","GPL-3","5.0.1",6,">= 3.2.5"
"bytescircle","bytescircle","Statistics About Bytes Contained in a File as a Circle Plot","1.0","GPL-3","5.0.1",2,">= 3.3.1"
"caesar","caesar","Encrypts and Decrypts Strings","0.1.0","GPL","5.0.1.9000",1,NA
"cleanr","cleanr","Helps You to Code Cleaner","1.1.2","BSD_2_clause + file LICENSE","5.0.1",4,">= 3.3.1"
"conditions","conditions","Standardized Conditions for R","0.1","BSD_2_clause + file LICENSE","5.0.1",1,">= 3.0.0"
"bayesianETAS","bayesianETAS","Bayesian Estimation of the ETAS Model for Earthquake Occurrences","1.0","GPL-3","5.0.1",0,">= 2.15.0"
"rCAT","rCAT","Conservation Assessment Tools","0.1.5","GPL-2","5.0.1",10,">= 3.3.0"
"cumstats","cumstats","Cumulative Descriptive Statistics","1.0","GPL-3",NA,0,NA
"maxmatching","maxmatching","Maximum Matching for General Weighted Graph","0.1.0","CC0","5.0.1",1,NA
"PoSI","PoSI","Valid Post-Selection Inference for Linear LS Regression","1.0","GPL-3",NA,1,NA
"InfiniumPurify","InfiniumPurify","Estimate and Account for Tumor Purity in Cancer Methylation Data","1.3.1","GPL-2",NA,1,NA
"rwars","rwars","R Client for the Star Wars API","1.0.0","MIT + file LICENSE","5.0.1",4,NA
"GeneClusterNet","GeneClusterNet","Gene Expression Clustering and Gene Network","1.0.1","GPL-3",NA,3,">= 3.1.0"
"SADEG","SADEG","Stability Analysis in Differentially Expressed Genes","1.0.0","GPL","5.0.1",0,">= 2.10.0"
"sparkwarc","sparkwarc","Load WARC Files into Apache Spark","0.1.0","Apache License 2.0","5.0.1",2,NA
"EBrank","EBrank","Empirical Bayes Ranking","1.0.0","CC0","5.0.1",0,">= 3.2.4"
"rld","rld","Analyze and Design Repeated Low-Dose Challenge Experiments","1.0","GPL (>= 2)",NA,4,">= 3.0.2"
"zTree","zTree","Functions to Import Data from 'z-Tree' into R","1.0.3","GPL-3 | file LICENSE",NA,1,">= 3.1.0"
"esmisc","esmisc","Misc Functions of Eduard Szöcs","0.0.3","MIT + file LICENSE","5.0.1",4,">= 3.1.0"
"NetWeaver","NetWeaver","Graphic Presentation of Complex Genomic and Network Data","0.0.1","GPL-3",NA,0,">= 3.0.0"
"QRank","QRank","A Novel Quantile Regression Approach for eQTL Discovery","1.0","GPL (>= 2)",NA,1,NA
"BoolFilter","BoolFilter","Optimal Estimation of Partially Observed Boolean Dynamical","1.0.0","Artistic-2.0","5.0.1",2,">= 2.15.0"
"esaddle","esaddle","Extended Empirical Saddlepoint Density Approximation","0.0.2","GPL (>= 2)","5.0.1",12,NA
"rjsonapi","rjsonapi","Consumer for APIs that Follow the JSON API Specification","0.1.0","MIT + file LICENSE","5.0.1",6,NA
"sysid","sysid","System Identification in R","1.0.4","GPL-3","5.0.1",7,">= 3.1"
"BivRegBLS","BivRegBLS","Tolerance Intervals and Errors-in-Variables Regressions in","1.0.0","AGPL-3","5.0.1",1,">= 3.1.0"
"fabCI","fabCI","FAB Confidence Intervals","0.1","GPL-3",NA,0,NA
"ltxsparklines","ltxsparklines","Lightweight Sparklines for a LaTeX Document","1.0","GPL-2 | GPL-3",NA,1,NA
"Plasmidprofiler","Plasmidprofiler","Visualization of Plasmid Profile Results","0.1.5","Apache License 2.0","5.0.1",19,">= 3.1.2"
"semver","semver","'Semantic Versioning V2.0' Parser","0.1.0","MIT + file LICENSE","5.0.1",8,NA
"crisp","crisp","Fits a Model that Partitions the Covariate Space into Blocks in","1.0.0","GPL (>= 2)","5.0.1",6,NA
"FixSeqMTP","FixSeqMTP","Fixed Sequence Multiple Testing Procedures","0.1.0","GPL (>= 2)",NA,3,NA
"requireR","requireR","R Source Code Modularizer","1.0.0.0","MIT + file LICENSE","5.0.1",2,">= 3.3.1"
"dSVA","dSVA","Direct Surrogate Variable Analysis","1.0","GPL (>= 2)",NA,1,">= 2.13.0"
"HeritSeq","HeritSeq","Heritability of Gene Expression for Next-Generation Sequencing","1.0.0","GPL-2","5.0.1",8,">= 3.2.3"
"minimalRSD","minimalRSD","Minimally Changed CCD and BBD","1.0.0","GPL (>= 2)","5.0.1",2,NA
"Partiallyoverlapping","Partiallyoverlapping","Partially Overlapping Samples t-Tests","1.0","GPL-3","5.0.1.9000",1,">= 3.1.3"
"pwt9","pwt9","Penn World Table (Version 9.x)","9.0-0","GPL-2 | GPL-3",NA,0,">= 3.0.0"
"Redmonder","Redmonder","Microsoft(r)-Inspired Color Palettes","0.2.0","Apache License 2.0","5.0.1",0,">= 2.0.0"
"tsdecomp","tsdecomp","Decomposition of Time Series Data","0.2","GPL-2",NA,0,">= 3.0.0"
"TSeriesMMA","TSeriesMMA","Multiscale Multifractal Analysis of Time Series Data","0.1.1","GPL (>= 2)",NA,0,">= 3.0.2"
"colr","colr","Functions to Select and Rename Data","0.1.900","GPL (>= 2)","5.0.1",2,">= 3.0.0"
"FTRLProximal","FTRLProximal","FTRL Proximal Implementation for Elastic Net Regression","0.1.2","MIT + file LICENSE","5.0.1",4,">= 3.2.3"
"natserv","natserv","'NatureServe' Interface","0.1.0","MIT + file LICENSE","5.0.1",10,">= 3.2.1"
"awsjavasdk","awsjavasdk","Boilerplate R Access to the Amazon Web Services ('AWS') Java SDK","0.2.0","GPL-2","5.0.1",8,"*"
"censys","censys","Tools to Query the 'Censys' API","0.1.0","AGPL + file LICENSE","5.0.1",6,">= 3.2.2"
"hds","hds","Hazard Discrimination Summary","0.8.1","GPL-2","5.0.1",3,">= 3.1.0"
"bossMaps","bossMaps","Convert Binary Species Range Maps into Continuous Surfaces Based","0.1.0","MIT + file LICENSE","5.0.1",22,">= 2.10"
"attrCUSUM","attrCUSUM","Tools for Attribute VSI CUSUM Control Chart","0.1.0","GPL (>= 2)","5.0.1",8,">= 3.3.2"
"acrt","acrt","Autocorrelation Robust Testing","1.0","GPL-2",NA,6,NA
"bayesloglin","bayesloglin","Bayesian Analysis of Contingency Table Data","1.0","GPL (>= 2)",NA,1,NA
"DStree","DStree","Recursive Partitioning for Discrete-Time Survival Trees","1.0","GPL-2",NA,7,NA
"KTensorGraphs","KTensorGraphs","Co-Tucker3 Analysis of Two Sequences of Matrices","0.1","GPL (>= 2)","5.0.1",0,NA
"restrictedMVN","restrictedMVN","Multivariate Normal Restricted by Affine Constraints","1.0","GPL (>= 2)","5.0.1",2,NA
"rFTRLProximal","rFTRLProximal","FTRL-Proximal Algorithm","1.0.0","GPL-2","5.0.1",14,">= 2.10"
"spark.sas7bdat","spark.sas7bdat","Read in 'SAS' Data ('.sas7bdat' Files) into 'Apache Spark'","1.0","GPL-3","5.0.1",2,NA
"UStatBookABSC","UStatBookABSC","A Companion Package to the Book ""U-Statistics, M-Estimation and","1.0.0","GPL-3","5.0.1.9000",1,">= 3.2.3"
"DISTRIB","DISTRIB","","1.0","LGPL (>= 3)",NA,0,NA
"factorcpt","factorcpt","Simultaneous Change-Point and Factor Analysis","0.1.0","GPL-2",NA,9,NA
"utf8latex","utf8latex","Importing, Exporting and Converting Between Datasets and LaTeX","1.0.4","GPL (>= 3)",NA,0,">= 2.7.0"
"findviews","findviews","A View Generator for Multidimensional Data","0.1.0","MIT + file LICENSE","5.0.1",7,NA
"ggguitar","ggguitar","Utilities for Creating Guitar Tablature","0.1.0","MIT + file LICENSE","5.0.1",8,NA
"ROI.models.netlib","ROI.models.netlib","'ROI' Optimization Problems Based on 'NETLIB-LP'","1.0","GPL-3",NA,2,NA
"ztype","ztype","Run a Ztype Game Loaded with R Functions","0.1.0","GPL-3","5.0.1",9,NA
"crosstalk","crosstalk","Inter-Widget Interactivity for HTML Widgets","1.0.0","MIT + file LICENSE","5.0.1",6,NA
"pgee.mixed","pgee.mixed","Penalized Generalized Estimating Equations for Bivariate Mixed","0.1.0","GPL-2","5.0.1",6,NA
"rocNIT","rocNIT","Non-Inferiority Test for Paired ROC Curves","1.0","GPL-3",NA,0,">= 3.3.2"
"SpaTimeClus","SpaTimeClus","Model-Based Clustering of Spatio-Temporal Data","1.0","GPL (>= 2)","5.0.1",5,">= 3.0.2"
"aws.ses","aws.ses","AWS SES Client Package","0.1.4","GPL (>= 2)","5.0.1",4,NA
"SPPcomb","SPPcomb","Combining Different Spatial Datasets in Cancer Risk Estimation","0.1","GPL","5.0.1",2,">= 2.10"
"stmgui","stmgui","Shiny Application for Creating STM Models","0.1.5","MIT + file LICENSE","5.0.1",8,NA
"pipeliner","pipeliner","Machine Learning Pipelines for R","0.1.0","Apache License 2.0","5.0.1",5,NA
"DirectStandardisation","DirectStandardisation","Adjusted Means and Proportions by Direct Standardisation","1.0","GPL-2",NA,0,NA
"magicfor","magicfor","Magic Functions to Obtain Results from for Loops","0.1.0","MIT + file LICENSE","5.0.1",4,NA
"MTDrh","MTDrh","Mass Transportation Distance Rank Histogram","0.1.0","GPL-2",NA,0,NA
"MWRidge","MWRidge","Two Stage Moving-Window Ridge Method for Prediction and","1.0.0","GPL",NA,1,NA
"PepSAVIms","PepSAVIms","PepSAVI-MS Data Analysis","0.9.0","CC BY-NC-SA 4.0","5.0.1",3,">= 3.0.0"
"FinancialMath","FinancialMath","Financial Mathematics for Actuaries","0.1.0","GPL-2",NA,0,NA
"coprimary","coprimary","Sample Size Calculation for Two Primary Time-to-Event Endpoints","1.0","GPL (>= 3.3.2)","5.0.1",5,NA
"BTYDplus","BTYDplus","Probabilistic Models for Assessing and Predicting your Customer","1.0.1","GPL-3","5.0.1",15,">= 3.2.0"
"bpp","bpp","Computations Around Bayesian Predictive Power","1.0.0","GPL (>= 2)",NA,3,">= 2.10"
"MODISSnow","MODISSnow","Provides a Function to Download MODIS Snow Cover","0.1.0.0","GPL-3","5.0.1",4,NA
"poptrend","poptrend","Estimate Smooth and Linear Trends from Population Count Survey","0.1.0","GPL-3","5.0.1",3,">= 3.1.2"
"ampd","ampd","An Algorithm for Automatic Peak Detection in Noisy Periodic and","0.1","GPL","5.0.1",0,">= 3.3.1"
"DNLC","DNLC","Differential Network Local Consistency Analysis","1.0.0","GPL (>= 2)",NA,7,">= 2.10"
"errorizer","errorizer","Function Errorizer","0.1.1","BSD_3_clause + file LICENSE","5.0.1",2,NA
"rtrends","rtrends","Analyze Download Logs from the CRAN RStudio Mirror","0.1.0","GPL-2","5.0.1",3,">= 3.0.2"
"CuCubes","CuCubes","MultiDimensional Feature Selection (MDFS)","0.1.0","GPL-3","5.0.1",0,">= 3.2.1"
"GLMaSPU","GLMaSPU","An Adaptive Test on High Dimensional Parameters in Generalized","1.0","GPL-2","5.0.1",6,">= 3.1.1"
"magree","magree","Implements the O'Connell-Dobson-Schouten Estimators of Agreement","1.0","GPL-3 | GPL-2",NA,1,NA
"rrr","rrr","Reduced-Rank Regression","1.0.0","GPL-3","5.0.1",11,">= 3.2.0"
"aws.polly","aws.polly","Client for AWS Polly","0.1.2","GPL (>= 2)","5.0.1",4,NA
"gofMC","gofMC","Goodness of Fit Noise Analysis Using Monte Carlo Techniques","1.1.2","GPL-2","5.0.1.9000",4,">= 3.3.1"
